REF_DATE,GEO,DGUID,Type of structure,Type of unit,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2020,"Rouyn-Noranda, Quebec",2011S0504485,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823329,52.3.4,797,,,,0
2021,"Rouyn-Noranda, Quebec",2011S0504485,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823329,52.3.4,775,,,,0
2022,"Rouyn-Noranda, Quebec",2011S0504485,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823329,52.3.4,857,,,,0
2023,"Rouyn-Noranda, Quebec",2011S0504485,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823329,52.3.4,835,,,,0
2024,"Rouyn-Noranda, Quebec",2011S0504485,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823329,52.3.4,890,,,,0
2020,"Rouyn-Noranda, Quebec",2011S0504485,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v3823463,52.2.1,,F,,,0
2021,"Rouyn-Noranda, Quebec",2011S0504485,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v3823463,52.2.1,,F,,,0
2022,"Rouyn-Noranda, Quebec",2011S0504485,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v3823463,52.2.1,,F,,,0
2023,"Rouyn-Noranda, Quebec",2011S0504485,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v3823463,52.2.1,,F,,,0
2024,"Rouyn-Noranda, Quebec",2011S0504485,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v3823463,52.2.1,,F,,,0
2020,"Rouyn-Noranda, Quebec",2011S0504485,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823597,52.2.2,,F,,,0
2021,"Rouyn-Noranda, Quebec",2011S0504485,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823597,52.2.2,,F,,,0
2022,"Rouyn-Noranda, Quebec",2011S0504485,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823597,52.2.2,,F,,,0
2023,"Rouyn-Noranda, Quebec",2011S0504485,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823597,52.2.2,,F,,,0
2024,"Rouyn-Noranda, Quebec",2011S0504485,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823597,52.2.2,,F,,,0
2020,"Rouyn-Noranda, Quebec",2011S0504485,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823731,52.2.3,,F,,,0
2021,"Rouyn-Noranda, Quebec",2011S0504485,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823731,52.2.3,,F,,,0
2022,"Rouyn-Noranda, Quebec",2011S0504485,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823731,52.2.3,,F,,,0
2023,"Rouyn-Noranda, Quebec",2011S0504485,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823731,52.2.3,,F,,,0
2024,"Rouyn-Noranda, Quebec",2011S0504485,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823731,52.2.3,,F,,,0
2020,"Rouyn-Noranda, Quebec",2011S0504485,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823865,52.2.4,,F,,,0
2021,"Rouyn-Noranda, Quebec",2011S0504485,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823865,52.2.4,,F,,,0
2022,"Rouyn-Noranda, Quebec",2011S0504485,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823865,52.2.4,,F,,,0
2023,"Rouyn-Noranda, Quebec",2011S0504485,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823865,52.2.4,,F,,,0
2024,"Rouyn-Noranda, Quebec",2011S0504485,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823865,52.2.4,,F,,,0
2020,"Rouyn-Noranda, Quebec",2011S0504485,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823999,52.1.1,484,,,,0
2021,"Rouyn-Noranda, Quebec",2011S0504485,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823999,52.1.1,490,,,,0
2022,"Rouyn-Noranda, Quebec",2011S0504485,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823999,52.1.1,536,,,,0
2023,"Rouyn-Noranda, Quebec",2011S0504485,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823999,52.1.1,542,,,,0
2024,"Rouyn-Noranda, Quebec",2011S0504485,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823999,52.1.1,594,,,,0
2020,"Rouyn-Noranda, Quebec",2011S0504485,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824133,52.1.2,561,,,,0
2021,"Rouyn-Noranda, Quebec",2011S0504485,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824133,52.1.2,562,,,,0
2022,"Rouyn-Noranda, Quebec",2011S0504485,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824133,52.1.2,611,,,,0
2023,"Rouyn-Noranda, Quebec",2011S0504485,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824133,52.1.2,630,,,,0
2024,"Rouyn-Noranda, Quebec",2011S0504485,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824133,52.1.2,699,,,,0
2020,"Rouyn-Noranda, Quebec",2011S0504485,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824267,52.1.3,721,,,,0
2021,"Rouyn-Noranda, Quebec",2011S0504485,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824267,52.1.3,771,,,,0
2022,"Rouyn-Noranda, Quebec",2011S0504485,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824267,52.1.3,845,,,,0
2023,"Rouyn-Noranda, Quebec",2011S0504485,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824267,52.1.3,881,,,,0
2024,"Rouyn-Noranda, Quebec",2011S0504485,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824267,52.1.3,1033,,,,0
2020,"Rouyn-Noranda, Quebec",2011S0504485,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824401,52.1.4,797,,,,0
2021,"Rouyn-Noranda, Quebec",2011S0504485,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824401,52.1.4,775,,,,0
2022,"Rouyn-Noranda, Quebec",2011S0504485,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824401,52.1.4,857,,,,0
2023,"Rouyn-Noranda, Quebec",2011S0504485,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824401,52.1.4,837,,,,0
2024,"Rouyn-Noranda, Quebec",2011S0504485,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824401,52.1.4,893,,,,0
2020,"Rouyn-Noranda, Quebec",2011S0504485,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824583,52.4.1,494,,,,0
2021,"Rouyn-Noranda, Quebec",2011S0504485,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824583,52.4.1,495,,,,0
2022,"Rouyn-Noranda, Quebec",2011S0504485,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824583,52.4.1,547,,,,0
2023,"Rouyn-Noranda, Quebec",2011S0504485,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824583,52.4.1,551,,,,0
2024,"Rouyn-Noranda, Quebec",2011S0504485,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824583,52.4.1,602,,,,0
2020,"Rouyn-Noranda, Quebec",2011S0504485,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824771,52.4.2,567,,,,0
2021,"Rouyn-Noranda, Quebec",2011S0504485,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824771,52.4.2,570,,,,0
2022,"Rouyn-Noranda, Quebec",2011S0504485,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824771,52.4.2,633,,,,0
2023,"Rouyn-Noranda, Quebec",2011S0504485,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824771,52.4.2,641,,,,0
2024,"Rouyn-Noranda, Quebec",2011S0504485,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824771,52.4.2,727,,,,0
2020,"Rouyn-Noranda, Quebec",2011S0504485,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824959,52.4.3,736,,,,0
2021,"Rouyn-Noranda, Quebec",2011S0504485,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824959,52.4.3,791,,,,0
2022,"Rouyn-Noranda, Quebec",2011S0504485,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824959,52.4.3,877,,,,0
2023,"Rouyn-Noranda, Quebec",2011S0504485,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824959,52.4.3,927,,,,0
2024,"Rouyn-Noranda, Quebec",2011S0504485,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824959,52.4.3,1091,,,,0
2020,"Rouyn-Noranda, Quebec",2011S0504485,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825147,52.4.4,814,,,,0
2021,"Rouyn-Noranda, Quebec",2011S0504485,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825147,52.4.4,782,,,,0
2022,"Rouyn-Noranda, Quebec",2011S0504485,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825147,52.4.4,889,,,,0
2023,"Rouyn-Noranda, Quebec",2011S0504485,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825147,52.4.4,898,,,,0
2024,"Rouyn-Noranda, Quebec",2011S0504485,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825147,52.4.4,1024,,,,0
2020,"Saint-Félicien, Quebec",2011A00052491042,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v4419526,190.3.1,361,,,,0
2021,"Saint-Félicien, Quebec",2011A00052491042,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v4419526,190.3.1,377,,,,0
2022,"Saint-Félicien, Quebec",2011A00052491042,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v4419526,190.3.1,390,,,,0
2023,"Saint-Félicien, Quebec",2011A00052491042,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v4419526,190.3.1,392,,,,0
2024,"Saint-Félicien, Quebec",2011A00052491042,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v4419526,190.3.1,414,,,,0
2020,"Saint-Félicien, Quebec",2011A00052491042,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v4419529,190.3.2,434,,,,0
2021,"Saint-Félicien, Quebec",2011A00052491042,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v4419529,190.3.2,443,,,,0
2022,"Saint-Félicien, Quebec",2011A00052491042,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v4419529,190.3.2,462,,,,0
2023,"Saint-Félicien, Quebec",2011A00052491042,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v4419529,190.3.2,474,,,,0
2024,"Saint-Félicien, Quebec",2011A00052491042,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v4419529,190.3.2,531,,,,0
2020,"Saint-Félicien, Quebec",2011A00052491042,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v4419532,190.3.3,580,,,,0
2021,"Saint-Félicien, Quebec",2011A00052491042,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v4419532,190.3.3,592,,,,0
2022,"Saint-Félicien, Quebec",2011A00052491042,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v4419532,190.3.3,649,,,,0
2023,"Saint-Félicien, Quebec",2011A00052491042,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v4419532,190.3.3,691,,,,0
2024,"Saint-Félicien, Quebec",2011A00052491042,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v4419532,190.3.3,723,,,,0
2020,"Saint-Félicien, Quebec",2011A00052491042,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v4419535,190.3.4,641,,,,0
2021,"Saint-Félicien, Quebec",2011A00052491042,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v4419535,190.3.4,645,,,,0
2022,"Saint-Félicien, Quebec",2011A00052491042,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v4419535,190.3.4,676,,,,0
2023,"Saint-Félicien, Quebec",2011A00052491042,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v4419535,190.3.4,715,,,,0
2024,"Saint-Félicien, Quebec",2011A00052491042,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v4419535,190.3.4,848,,,,0
2020,"Saint-Félicien, Quebec",2011A00052491042,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v4419538,190.2.1,,F,,,0
2021,"Saint-Félicien, Quebec",2011A00052491042,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v4419538,190.2.1,,F,,,0
2022,"Saint-Félicien, Quebec",2011A00052491042,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v4419538,190.2.1,,F,,,0
2023,"Saint-Félicien, Quebec",2011A00052491042,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v4419538,190.2.1,,F,,,0
2024,"Saint-Félicien, Quebec",2011A00052491042,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v4419538,190.2.1,,F,,,0
2020,"Saint-Félicien, Quebec",2011A00052491042,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v4419541,190.2.2,,F,,,0
2021,"Saint-Félicien, Quebec",2011A00052491042,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v4419541,190.2.2,,F,,,0
2022,"Saint-Félicien, Quebec",2011A00052491042,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v4419541,190.2.2,,F,,,0
2023,"Saint-Félicien, Quebec",2011A00052491042,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v4419541,190.2.2,,F,,,0
2024,"Saint-Félicien, Quebec",2011A00052491042,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v4419541,190.2.2,,F,,,0
2020,"Saint-Félicien, Quebec",2011A00052491042,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v4419544,190.2.3,,F,,,0
2021,"Saint-Félicien, Quebec",2011A00052491042,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v4419544,190.2.3,,F,,,0
2022,"Saint-Félicien, Quebec",2011A00052491042,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v4419544,190.2.3,,F,,,0
2023,"Saint-Félicien, Quebec",2011A00052491042,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v4419544,190.2.3,,F,,,0
2024,"Saint-Félicien, Quebec",2011A00052491042,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v4419544,190.2.3,,F,,,0
2020,"Saint-Félicien, Quebec",2011A00052491042,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v4419547,190.2.4,,F,,,0
2021,"Saint-Félicien, Quebec",2011A00052491042,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v4419547,190.2.4,,F,,,0
2022,"Saint-Félicien, Quebec",2011A00052491042,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v4419547,190.2.4,,F,,,0
2023,"Saint-Félicien, Quebec",2011A00052491042,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v4419547,190.2.4,,F,,,0
2024,"Saint-Félicien, Quebec",2011A00052491042,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v4419547,190.2.4,,F,,,0
2020,"Saint-Félicien, Quebec",2011A00052491042,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v4419550,190.1.1,361,,,,0
2021,"Saint-Félicien, Quebec",2011A00052491042,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v4419550,190.1.1,377,,,,0
2022,"Saint-Félicien, Quebec",2011A00052491042,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v4419550,190.1.1,390,,,,0
2023,"Saint-Félicien, Quebec",2011A00052491042,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v4419550,190.1.1,392,,,,0
2024,"Saint-Félicien, Quebec",2011A00052491042,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v4419550,190.1.1,414,,,,0
2020,"Saint-Félicien, Quebec",2011A00052491042,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v4419553,190.1.2,434,,,,0
2021,"Saint-Félicien, Quebec",2011A00052491042,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v4419553,190.1.2,443,,,,0
2022,"Saint-Félicien, Quebec",2011A00052491042,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v4419553,190.1.2,462,,,,0
